source_file,variant_file,transform_family,transform_name,parameter
base\ILSVRC2012_val_00000034.JPEG,colourshift_b_p20\ILSVRC2012_val_00000034__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000034.JPEG,jpeg_q90\ILSVRC2012_val_00000034__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000034.JPEG,jpeg_q75\ILSVRC2012_val_00000034__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000034.JPEG,jpeg_q60\ILSVRC2012_val_00000034__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000034.JPEG,resize_0p75\ILSVRC2012_val_00000034__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000034.JPEG,resize_0p5\ILSVRC2012_val_00000034__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000034.JPEG,crop_center_0p9\ILSVRC2012_val_00000034__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000034.JPEG,crop_center_0p75\ILSVRC2012_val_00000034__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000034.JPEG,rotate_p2\ILSVRC2012_val_00000034__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000034.JPEG,rotate_n2\ILSVRC2012_val_00000034__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000034.JPEG,format_png\ILSVRC2012_val_00000034__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000035.JPEG,brightness_0p85\ILSVRC2012_val_00000035__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000035.JPEG,brightness_1p15\ILSVRC2012_val_00000035__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000035.JPEG,contrast_0p85\ILSVRC2012_val_00000035__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000035.JPEG,contrast_1p15\ILSVRC2012_val_00000035__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000035.JPEG,colourshift_r_p20\ILSVRC2012_val_00000035__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000035.JPEG,colourshift_g_p20\ILSVRC2012_val_00000035__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000035.JPEG,colourshift_b_p20\ILSVRC2012_val_00000035__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000035.JPEG,jpeg_q90\ILSVRC2012_val_00000035__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000035.JPEG,jpeg_q75\ILSVRC2012_val_00000035__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000035.JPEG,jpeg_q60\ILSVRC2012_val_00000035__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000035.JPEG,resize_0p75\ILSVRC2012_val_00000035__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000035.JPEG,resize_0p5\ILSVRC2012_val_00000035__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000035.JPEG,crop_center_0p9\ILSVRC2012_val_00000035__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000035.JPEG,crop_center_0p75\ILSVRC2012_val_00000035__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000035.JPEG,rotate_p2\ILSVRC2012_val_00000035__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000035.JPEG,rotate_n2\ILSVRC2012_val_00000035__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000035.JPEG,format_png\ILSVRC2012_val_00000035__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000036.JPEG,brightness_0p85\ILSVRC2012_val_00000036__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000036.JPEG,brightness_1p15\ILSVRC2012_val_00000036__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000036.JPEG,contrast_0p85\ILSVRC2012_val_00000036__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000036.JPEG,contrast_1p15\ILSVRC2012_val_00000036__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000036.JPEG,colourshift_r_p20\ILSVRC2012_val_00000036__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000036.JPEG,colourshift_g_p20\ILSVRC2012_val_00000036__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000036.JPEG,colourshift_b_p20\ILSVRC2012_val_00000036__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000036.JPEG,jpeg_q90\ILSVRC2012_val_00000036__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000036.JPEG,jpeg_q75\ILSVRC2012_val_00000036__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000036.JPEG,jpeg_q60\ILSVRC2012_val_00000036__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000036.JPEG,resize_0p75\ILSVRC2012_val_00000036__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000036.JPEG,resize_0p5\ILSVRC2012_val_00000036__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000036.JPEG,crop_center_0p9\ILSVRC2012_val_00000036__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000036.JPEG,crop_center_0p75\ILSVRC2012_val_00000036__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000036.JPEG,rotate_p2\ILSVRC2012_val_00000036__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000036.JPEG,rotate_n2\ILSVRC2012_val_00000036__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000036.JPEG,format_png\ILSVRC2012_val_00000036__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000037.JPEG,brightness_0p85\ILSVRC2012_val_00000037__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000037.JPEG,brightness_1p15\ILSVRC2012_val_00000037__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000037.JPEG,contrast_0p85\ILSVRC2012_val_00000037__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000037.JPEG,contrast_1p15\ILSVRC2012_val_00000037__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000037.JPEG,colourshift_r_p20\ILSVRC2012_val_00000037__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000037.JPEG,colourshift_g_p20\ILSVRC2012_val_00000037__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000037.JPEG,colourshift_b_p20\ILSVRC2012_val_00000037__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000037.JPEG,jpeg_q90\ILSVRC2012_val_00000037__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000037.JPEG,jpeg_q75\ILSVRC2012_val_00000037__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000037.JPEG,jpeg_q60\ILSVRC2012_val_00000037__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000037.JPEG,resize_0p75\ILSVRC2012_val_00000037__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000037.JPEG,resize_0p5\ILSVRC2012_val_00000037__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000037.JPEG,crop_center_0p9\ILSVRC2012_val_00000037__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000037.JPEG,crop_center_0p75\ILSVRC2012_val_00000037__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000037.JPEG,rotate_p2\ILSVRC2012_val_00000037__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000037.JPEG,rotate_n2\ILSVRC2012_val_00000037__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000037.JPEG,format_png\ILSVRC2012_val_00000037__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000038.JPEG,brightness_0p85\ILSVRC2012_val_00000038__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000038.JPEG,brightness_1p15\ILSVRC2012_val_00000038__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000038.JPEG,contrast_0p85\ILSVRC2012_val_00000038__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000038.JPEG,contrast_1p15\ILSVRC2012_val_00000038__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000038.JPEG,colourshift_r_p20\ILSVRC2012_val_00000038__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000038.JPEG,colourshift_g_p20\ILSVRC2012_val_00000038__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000038.JPEG,colourshift_b_p20\ILSVRC2012_val_00000038__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000038.JPEG,jpeg_q90\ILSVRC2012_val_00000038__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000038.JPEG,jpeg_q75\ILSVRC2012_val_00000038__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000038.JPEG,jpeg_q60\ILSVRC2012_val_00000038__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000038.JPEG,resize_0p75\ILSVRC2012_val_00000038__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000038.JPEG,resize_0p5\ILSVRC2012_val_00000038__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000038.JPEG,crop_center_0p9\ILSVRC2012_val_00000038__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000038.JPEG,crop_center_0p75\ILSVRC2012_val_00000038__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000038.JPEG,rotate_p2\ILSVRC2012_val_00000038__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000038.JPEG,rotate_n2\ILSVRC2012_val_00000038__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000038.JPEG,format_png\ILSVRC2012_val_00000038__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000039.JPEG,brightness_0p85\ILSVRC2012_val_00000039__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000039.JPEG,brightness_1p15\ILSVRC2012_val_00000039__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000039.JPEG,contrast_0p85\ILSVRC2012_val_00000039__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000039.JPEG,contrast_1p15\ILSVRC2012_val_00000039__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000039.JPEG,colourshift_r_p20\ILSVRC2012_val_00000039__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000039.JPEG,colourshift_g_p20\ILSVRC2012_val_00000039__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000039.JPEG,colourshift_b_p20\ILSVRC2012_val_00000039__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000039.JPEG,jpeg_q90\ILSVRC2012_val_00000039__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000039.JPEG,jpeg_q75\ILSVRC2012_val_00000039__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000039.JPEG,jpeg_q60\ILSVRC2012_val_00000039__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000039.JPEG,resize_0p75\ILSVRC2012_val_00000039__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000039.JPEG,resize_0p5\ILSVRC2012_val_00000039__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000039.JPEG,crop_center_0p9\ILSVRC2012_val_00000039__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000039.JPEG,crop_center_0p75\ILSVRC2012_val_00000039__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000039.JPEG,rotate_p2\ILSVRC2012_val_00000039__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000039.JPEG,rotate_n2\ILSVRC2012_val_00000039__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000039.JPEG,format_png\ILSVRC2012_val_00000039__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000040.JPEG,brightness_0p85\ILSVRC2012_val_00000040__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000040.JPEG,brightness_1p15\ILSVRC2012_val_00000040__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000040.JPEG,contrast_0p85\ILSVRC2012_val_00000040__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000040.JPEG,contrast_1p15\ILSVRC2012_val_00000040__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000040.JPEG,colourshift_r_p20\ILSVRC2012_val_00000040__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000040.JPEG,colourshift_g_p20\ILSVRC2012_val_00000040__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000040.JPEG,colourshift_b_p20\ILSVRC2012_val_00000040__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000040.JPEG,jpeg_q90\ILSVRC2012_val_00000040__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000040.JPEG,jpeg_q75\ILSVRC2012_val_00000040__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000040.JPEG,jpeg_q60\ILSVRC2012_val_00000040__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000040.JPEG,resize_0p75\ILSVRC2012_val_00000040__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000040.JPEG,resize_0p5\ILSVRC2012_val_00000040__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000040.JPEG,crop_center_0p9\ILSVRC2012_val_00000040__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000040.JPEG,crop_center_0p75\ILSVRC2012_val_00000040__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000040.JPEG,rotate_p2\ILSVRC2012_val_00000040__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000040.JPEG,rotate_n2\ILSVRC2012_val_00000040__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000040.JPEG,format_png\ILSVRC2012_val_00000040__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000041.JPEG,brightness_0p85\ILSVRC2012_val_00000041__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000041.JPEG,brightness_1p15\ILSVRC2012_val_00000041__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000041.JPEG,contrast_0p85\ILSVRC2012_val_00000041__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000041.JPEG,contrast_1p15\ILSVRC2012_val_00000041__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000041.JPEG,colourshift_r_p20\ILSVRC2012_val_00000041__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000041.JPEG,colourshift_g_p20\ILSVRC2012_val_00000041__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000041.JPEG,colourshift_b_p20\ILSVRC2012_val_00000041__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000041.JPEG,jpeg_q90\ILSVRC2012_val_00000041__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000041.JPEG,jpeg_q75\ILSVRC2012_val_00000041__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000041.JPEG,jpeg_q60\ILSVRC2012_val_00000041__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000041.JPEG,resize_0p75\ILSVRC2012_val_00000041__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000041.JPEG,resize_0p5\ILSVRC2012_val_00000041__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000041.JPEG,crop_center_0p9\ILSVRC2012_val_00000041__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000041.JPEG,crop_center_0p75\ILSVRC2012_val_00000041__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000041.JPEG,rotate_p2\ILSVRC2012_val_00000041__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000041.JPEG,rotate_n2\ILSVRC2012_val_00000041__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000041.JPEG,format_png\ILSVRC2012_val_00000041__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000042.JPEG,brightness_0p85\ILSVRC2012_val_00000042__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000042.JPEG,brightness_1p15\ILSVRC2012_val_00000042__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000042.JPEG,contrast_0p85\ILSVRC2012_val_00000042__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000042.JPEG,contrast_1p15\ILSVRC2012_val_00000042__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000042.JPEG,colourshift_r_p20\ILSVRC2012_val_00000042__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000042.JPEG,colourshift_g_p20\ILSVRC2012_val_00000042__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000042.JPEG,colourshift_b_p20\ILSVRC2012_val_00000042__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000042.JPEG,jpeg_q90\ILSVRC2012_val_00000042__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000042.JPEG,jpeg_q75\ILSVRC2012_val_00000042__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000042.JPEG,jpeg_q60\ILSVRC2012_val_00000042__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000042.JPEG,resize_0p75\ILSVRC2012_val_00000042__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000042.JPEG,resize_0p5\ILSVRC2012_val_00000042__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000042.JPEG,crop_center_0p9\ILSVRC2012_val_00000042__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000042.JPEG,crop_center_0p75\ILSVRC2012_val_00000042__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000042.JPEG,rotate_p2\ILSVRC2012_val_00000042__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000042.JPEG,rotate_n2\ILSVRC2012_val_00000042__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000042.JPEG,format_png\ILSVRC2012_val_00000042__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000043.JPEG,brightness_0p85\ILSVRC2012_val_00000043__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000043.JPEG,brightness_1p15\ILSVRC2012_val_00000043__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000043.JPEG,contrast_0p85\ILSVRC2012_val_00000043__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000043.JPEG,contrast_1p15\ILSVRC2012_val_00000043__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000043.JPEG,colourshift_r_p20\ILSVRC2012_val_00000043__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000043.JPEG,colourshift_g_p20\ILSVRC2012_val_00000043__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000043.JPEG,colourshift_b_p20\ILSVRC2012_val_00000043__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000043.JPEG,jpeg_q90\ILSVRC2012_val_00000043__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000043.JPEG,jpeg_q75\ILSVRC2012_val_00000043__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000043.JPEG,jpeg_q60\ILSVRC2012_val_00000043__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000043.JPEG,resize_0p75\ILSVRC2012_val_00000043__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000043.JPEG,resize_0p5\ILSVRC2012_val_00000043__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000043.JPEG,crop_center_0p9\ILSVRC2012_val_00000043__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000043.JPEG,crop_center_0p75\ILSVRC2012_val_00000043__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000043.JPEG,rotate_p2\ILSVRC2012_val_00000043__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000043.JPEG,rotate_n2\ILSVRC2012_val_00000043__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000043.JPEG,format_png\ILSVRC2012_val_00000043__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000044.JPEG,brightness_0p85\ILSVRC2012_val_00000044__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000044.JPEG,brightness_1p15\ILSVRC2012_val_00000044__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000044.JPEG,contrast_0p85\ILSVRC2012_val_00000044__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000044.JPEG,contrast_1p15\ILSVRC2012_val_00000044__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000044.JPEG,colourshift_r_p20\ILSVRC2012_val_00000044__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000044.JPEG,colourshift_g_p20\ILSVRC2012_val_00000044__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000044.JPEG,colourshift_b_p20\ILSVRC2012_val_00000044__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000044.JPEG,jpeg_q90\ILSVRC2012_val_00000044__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000044.JPEG,jpeg_q75\ILSVRC2012_val_00000044__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000044.JPEG,jpeg_q60\ILSVRC2012_val_00000044__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000044.JPEG,resize_0p75\ILSVRC2012_val_00000044__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000044.JPEG,resize_0p5\ILSVRC2012_val_00000044__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000044.JPEG,crop_center_0p9\ILSVRC2012_val_00000044__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000044.JPEG,crop_center_0p75\ILSVRC2012_val_00000044__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000044.JPEG,rotate_p2\ILSVRC2012_val_00000044__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000044.JPEG,rotate_n2\ILSVRC2012_val_00000044__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000044.JPEG,format_png\ILSVRC2012_val_00000044__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000045.JPEG,brightness_0p85\ILSVRC2012_val_00000045__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000045.JPEG,brightness_1p15\ILSVRC2012_val_00000045__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000045.JPEG,contrast_0p85\ILSVRC2012_val_00000045__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000045.JPEG,contrast_1p15\ILSVRC2012_val_00000045__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000045.JPEG,colourshift_r_p20\ILSVRC2012_val_00000045__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000045.JPEG,colourshift_g_p20\ILSVRC2012_val_00000045__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000045.JPEG,colourshift_b_p20\ILSVRC2012_val_00000045__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000045.JPEG,jpeg_q90\ILSVRC2012_val_00000045__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
